artist_song,like,bpm,energy,danceability,acousticness,camelot_sin,camelot_cos,camelot_AB,genre_기타,genre_댄스,genre_랩/힙합,genre_록/메탈,genre_발라드,genre_성인가요/트로트,genre_인디음악,genre_포크/블루스,target
테이 Monologue,11655,79,75,48.0,18.0,-0.5,0.87,0,0,0,0,0,1,0,0,0,1
마크툽 (MAKTUB) 오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),39957,150,57,51.0,24.0,0.0,-1.0,1,0,0,0,0,0,0,0,0,1
원슈타인 존재만으로,34636,100,60,42.0,54.0,-0.87,-0.5,1,0,0,1,0,0,0,0,0,1
산들 취기를 빌려 (취향저격 그녀 X 산들),22343,94,45,70.0,77.0,0.87,0.5,1,0,0,0,0,1,0,0,0,1
비비 (BIBI) 우리가 헤어져야 했던 이유,66698,122,44,59.0,70.0,-0.5,-0.87,1,0,0,0,0,1,0,0,0,1
정동하 추억은 만남보다 이별에 남아,10554,134,55,52.0,75.0,0.5,-0.87,1,0,0,0,0,1,0,0,0,1
NewJeans Ditto,185287,134,64,81.0,3.0,-0.87,0.5,0,0,1,0,0,0,0,0,0,1
NewJeans Hype Boy,185287,100,94,59.0,27.0,-0.87,-0.5,0,0,1,0,0,0,0,0,0,1
IVE (아이브) I AM,122600,122,88,68.0,1.0,-0.87,-0.5,0,0,1,0,0,0,0,0,0,1
NewJeans OMG,185287,127,77,80.0,36.0,-0.5,-0.87,0,0,1,0,0,0,0,0,0,1
윤하 (YOUNHA) 사건의 지평선,121905,98,86,53.0,8.0,-1.0,-0.0,0,0,0,0,1,0,0,0,0,1
IVE (아이브) Kitsch,122600,102,79,80.0,1.0,0.0,1.0,1,0,1,0,0,0,0,0,0,1
i-dle (아이들) 퀸카 (Queencard),143107,130,83,82.0,3.0,-0.87,-0.5,0,0,1,0,0,0,0,0,0,1
NewJeans Attention,185287,105,65,81.0,24.0,0.87,0.5,0,0,1,0,0,0,0,0,0,1
박재정 헤어지자 말해요,23546,136,49,49.0,74.0,0.0,-1.0,1,0,0,0,0,1,0,0,0,1
IVE (아이브) After LIKE,122600,125,92,68.0,10.0,-0.5,-0.87,1,0,1,0,0,0,0,0,0,1
aespa Spicy,164253,115,90,76.0,1.0,-1.0,-0.0,0,0,1,0,0,0,0,0,0,1
LE SSERAFIM (르세라핌) ANTIFRAGILE,71313,105,78,88.0,8.0,0.87,0.5,0,0,1,0,0,0,0,0,0,1
IVE (아이브) LOVE DIVE,122600,118,71,70.0,0.0,-0.5,0.87,0,0,1,0,0,0,0,0,0,1
NewJeans Super Shy,185287,150,82,78.0,18.0,1.0,0.0,0,0,1,0,0,0,0,0,0,1
부석순 (SEVENTEEN) 파이팅 해야지 (Feat. 이영지),74497,152,86,71.0,10.0,-1.0,-0.0,0,0,1,0,0,0,0,0,0,1
LE SSERAFIM (르세라핌) UNFORGIVEN (feat. Nile Rodgers),71313,104,88,80.0,11.0,-0.87,-0.5,0,0,1,0,0,0,0,0,0,1
지수 (JISOO) 꽃,28569,124,39,84.0,3.0,-0.5,-0.87,0,0,1,0,0,0,0,0,0,1
임영웅 사랑은 늘 도망가,147427,131,44,40.0,65.0,1.0,0.0,1,0,0,0,0,1,0,0,0,1
성시경 너의 모든 순간,114182,140,39,37.0,82.0,0.5,-0.87,1,0,0,0,0,1,0,0,0,1
멜로망스 사랑인가 봐,88639,172,73,40.0,51.0,1.0,0.0,1,0,0,0,0,1,0,0,0,1
STAYC(스테이씨) Teddy Bear,55363,119,91,76.0,11.0,-0.87,-0.5,1,0,1,0,0,0,0,0,0,1
정국 Seven (feat. Latto) - Clean Ver.,177818,125,83,79.0,28.0,-0.5,0.87,0,0,1,0,0,0,0,0,0,1
DK(디셈버) 심(心),8442,144,48,40.0,26.0,0.0,1.0,0,0,0,0,1,0,0,0,0,1
"LE SSERAFIM (르세라핌) 이브, 프시케 그리고 푸른 수염의 아내",71313,143,87,72.0,2.0,-0.5,0.87,0,0,1,0,0,0,0,0,0,1
NCT DREAM Candy,233681,120,96,65.0,5.0,0.87,0.5,1,0,1,0,0,0,0,0,0,1
NewJeans ETA,185287,135,75,81.0,11.0,0.87,0.5,0,0,1,0,0,0,0,0,0,1
김민석 취중고백,21014,122,45,56.0,58.0,0.0,1.0,1,0,0,0,0,1,0,0,0,1
세븐틴 (SEVENTEEN) 손오공,323681,137,60,68.0,1.0,0.87,0.5,1,0,1,0,0,0,0,0,0,1
i-dle (아이들) Nxde,143107,136,91,73.0,4.0,-0.5,-0.87,1,0,1,0,0,0,0,0,0,1
AKMU (악뮤) Love Lee,236034,100,53,91.0,45.0,1.0,0.0,0,0,0,0,0,0,0,0,1,1
임영웅 우리들의 블루스,147427,131,41,38.0,63.0,0.87,0.5,1,0,0,0,0,1,0,0,0,1
테이 Monologue,11655,79,75,48.0,18.0,-0.5,0.87,0,0,0,0,0,1,0,0,0,1
방탄소년단 Dynamite,622383,114,77,75.0,1.0,-0.87,0.5,0,0,1,0,0,0,0,0,0,1
경서예지 다정히 내 이름을 부르면,8332,144,67,38.0,35.0,-0.87,-0.5,1,0,0,0,0,1,0,0,0,1
i-dle (아이들) TOMBOY,143107,124,87,76.0,1.0,-0.5,0.87,0,0,0,0,1,0,0,0,0,1
H1-KEY (하이키) 건물 사이에 피어난 장미 (Rose Blossom),6390,188,48,57.0,0.0,0.5,0.87,1,0,1,0,0,0,0,0,0,1
임영웅 다시 만날 수 있을까,147427,130,39,40.0,75.0,0.87,0.5,1,0,0,0,0,1,0,0,0,1
허각 물론,51109,79,35,48.0,82.0,0.5,0.87,0,0,0,0,0,1,0,0,0,1
지코 (ZICO) 새삥 (Prod. ZICO) (Feat. 호미들),164968,175,87,78.0,5.0,0.87,0.5,1,0,0,1,0,0,0,0,0,1
임한별 사랑하지 않아서 그랬어,23406,128,62,38.0,45.0,-0.5,0.87,1,0,0,0,0,1,0,0,0,1
방탄소년단 봄날,622383,107,85,54.0,1.0,1.0,0.0,1,0,0,1,0,0,0,0,0,1
태양 VIBE (feat. Jimin of BTS),65085,100,67,79.0,7.0,-0.5,-0.87,1,0,1,0,0,0,0,0,0,1
방탄소년단 Butter,622383,110,46,76.0,0.0,1.0,0.0,1,0,1,0,0,0,0,0,0,1
BLACKPINK Shut Down,225911,110,70,81.0,0.0,-0.5,-0.87,1,0,0,1,0,0,0,0,0,1
10CM 그라데이션,184560,104,65,63.0,18.0,0.0,1.0,1,0,0,0,0,0,0,1,0,1
주호 내가 아니라도,7251,133,50,43.0,4.0,0.0,1.0,1,0,0,0,0,1,0,0,0,1
AKMU (악뮤) 후라이의 꿈,236034,125,56,85.0,14.0,-1.0,-0.0,1,0,0,0,0,0,0,0,1,1
FIFTY FIFTY Cupid,15976,120,65,78.0,32.0,-1.0,-0.0,0,0,1,0,0,0,0,0,0,1
"폴킴 모든 날, 모든 순간 (Every day, Every Moment)",156360,133,29,47.0,86.0,1.0,0.0,1,0,0,0,0,1,0,0,0,1
임영웅 이제 나만 믿어요,147427,189,49,27.0,64.0,0.0,1.0,1,0,0,0,0,0,1,0,0,1
우디 (Woody) Say I Love You,12696,136,58,67.0,81.0,0.0,1.0,1,0,0,0,0,1,0,0,0,1
우디 (Woody) 사막에서 꽃을 피우듯,12696,124,40,44.0,62.0,0.87,0.5,1,0,0,0,0,1,0,0,0,1
BIG Naughty (서동현) 정이라고 하자 (Feat. 10CM),95360,175,57,51.0,22.0,-0.87,-0.5,1,0,0,0,0,0,0,0,0,1
BLACKPINK Pink Venom,225911,180,75,68.0,1.0,-0.5,0.87,1,0,0,1,0,0,0,0,0,1
IVE (아이브) ELEVEN,122600,120,73,83.0,6.0,-0.87,0.5,1,0,1,0,0,0,0,0,0,1
LE SSERAFIM (르세라핌) FEARLESS,71313,104,62,86.0,6.0,-0.87,-0.5,1,0,1,0,0,0,0,0,0,1
잔나비 주저하는 연인들을 위해,156342,74,43,52.0,71.0,0.5,-0.87,1,0,0,0,0,0,0,1,0,1
이영지 NOT SORRY (Feat. pH-1) (Prod. by Slom),48515,95,61,86.0,47.0,0.0,-1.0,1,0,0,1,0,0,0,0,0,1
NewJeans Cookie,185287,157,64,85.0,6.0,-0.5,-0.87,1,0,1,0,0,0,0,0,0,1
지아 사랑하기 싫어,37699,134,69,44.0,73.0,0.0,-1.0,1,0,0,0,0,1,0,0,0,1
임영웅 무지개,147427,96,89,64.0,4.0,1.0,0.0,1,0,0,0,1,0,0,0,0,1
WSG워너비 (가야G) 그때 그 순간 그대로 (그그그),5530,118,79,57.0,21.0,-0.87,-0.5,1,0,0,0,0,1,0,0,0,1
임영웅 London Boy,147427,133,87,51.0,37.0,-1.0,-0.0,1,0,0,0,1,0,0,0,0,1
Zior Park CHRISTIAN,18264,132,67,87.0,4.0,0.0,1.0,1,0,0,0,1,0,0,0,0,1
임영웅 아버지,147427,140,36,31.0,77.0,-0.87,-0.5,1,0,0,0,0,1,0,0,0,1
임영웅 Polaroid,147427,103,74,70.0,56.0,-0.5,-0.87,1,0,0,0,1,0,0,0,0,1
윤하 (YOUNHA) 오르트구름,121905,128,82,72.0,2.0,-0.87,-0.5,0,0,0,0,1,0,0,0,0,1
지아 사랑..그게 뭔데,37699,136,70,46.0,69.0,-1.0,-0.0,1,0,0,0,0,1,0,0,0,1
방탄소년단 Permission to Dance,622383,125,74,70.0,1.0,-0.87,0.5,1,0,1,0,0,0,0,0,0,1
"다이나믹 듀오 Smoke (Prod. Dynamicduo, Padi)",75911,98,82,77.0,3.0,-1.0,-0.0,0,0,0,1,0,0,0,0,0,1
"AKMU (악뮤) 어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",236034,129,25,52.0,91.0,0.0,-1.0,1,0,0,0,0,1,0,0,0,1
경서 나의 X에게,21468,94,55,70.0,53.0,0.87,-0.5,1,0,0,0,0,1,0,0,0,1
Paul Blanco Summer (Feat. BE’O (비오)),27046,158,73,70.0,21.0,-0.87,-0.5,0,0,0,1,0,0,0,0,0,1
Agust D 사람 Pt.2 (feat. 아이유),122387,85,84,70.0,31.0,-0.87,-0.5,1,0,0,0,0,0,0,0,0,1
임영웅 인생찬가,147427,140,52,28.0,75.0,-0.87,-0.5,1,0,0,0,0,1,0,0,0,1
Crush Rush Hour (Feat. j-hope of BTS),193732,95,71,75.0,16.0,-0.5,-0.87,1,0,0,0,0,0,0,0,0,1
임재현 Heaven(2023),15349,124,54,51.0,38.0,-0.87,-0.5,1,0,0,0,0,1,0,0,0,1
지민 Like Crazy,143010,120,73,63.0,0.0,-0.87,-0.5,1,0,1,0,0,0,0,0,0,1
송하예 그대를 알고,17228,132,55,61.0,75.0,-0.87,-0.5,1,0,0,0,0,1,0,0,0,1
NMIXX Love Me Like This,49848,97,81,80.0,1.0,0.0,1.0,0,0,1,0,0,0,0,0,0,1
주호 잘가요,7251,134,51,45.0,12.0,-0.5,0.87,1,0,0,0,0,1,0,0,0,1
경서 밤하늘의 별을(2020),21468,154,64,58.0,49.0,0.87,-0.5,1,0,0,0,0,1,0,0,0,1
임영웅 A bientot,147427,74,73,61.0,27.0,-0.5,-0.87,1,0,0,1,0,0,0,0,0,1
백아 첫사랑,18013,134,28,47.0,81.0,-0.5,-0.87,0,0,0,0,0,0,0,1,0,1
10CM 딱 10CM만,184560,92,74,69.0,35.0,-1.0,-0.0,1,0,0,0,0,0,0,0,0,1
"로이킴 잘 지내자, 우리 (여름날 우리 X 로이킴)",73553,76,36,36.0,67.0,0.0,1.0,1,0,0,0,0,1,0,0,0,1
i-dle (아이들) Allergy,143107,165,92,59.0,5.0,0.0,-1.0,1,0,1,0,0,0,0,0,0,1
탑현 나에게 그대만이,7977,69,38,50.0,64.0,0.0,1.0,1,0,0,0,0,1,0,0,0,1
이무진 잠깐 시간 될까,70850,106,78,64.0,60.0,-0.5,-0.87,1,0,0,0,1,0,0,0,0,1
BE'O (비오) LOVE me,60220,148,81,63.0,7.0,-0.5,0.87,1,0,0,1,0,0,0,0,0,1
성시경 희재,114182,120,50,46.0,42.0,-0.5,0.87,1,0,0,0,0,1,0,0,0,1
임한별 떠나보낼 준비해 둘걸 그랬어,23406,128,61,36.0,47.0,-0.87,-0.5,1,0,0,0,0,1,0,0,0,1
싸이 (PSY) That That (prod. & feat. SUGA of BTS),49377,130,96,90.0,3.0,-0.5,0.87,1,0,1,0,0,0,0,0,0,1
BE'O (비오) 자격지심 (Feat. ZICO),60220,108,78,88.0,15.0,1.0,0.0,0,0,0,1,0,0,0,0,0,1
BIGBANG (빅뱅) 봄여름가을겨울 (Still Life),247550,118,58,68.0,44.0,1.0,0.0,1,0,0,0,1,0,0,0,0,1
임재현 사랑에 연습이 있었다면 (Prod. 2soo),15349,136,33,59.0,42.0,-0.87,-0.5,1,0,0,0,0,1,0,0,0,1
케이시 (Kassy) 그때가 좋았어,55481,134,45,62.0,70.0,-0.87,-0.5,1,0,0,0,0,1,0,0,0,1
방탄소년단 작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),622382,120,86,65.0,9.0,-1.0,-0.0,0,0,1,0,0,0,0,0,0,1
엠씨더맥스 (M.C the MAX) 넘쳐흘러,102855,132,53,43.0,66.0,-0.87,0.5,1,0,0,0,0,1,0,0,0,1
"폴킴 모든 날, 모든 순간 (Every day, Every Moment)",156360,133,29,47.0,86.0,1.0,0.0,1,0,0,0,0,1,0,0,0,1
폴킴 너를 만나,156360,144,29,35.0,79.0,-0.5,-0.87,1,0,0,0,0,1,0,0,0,1
태연 (TAEYEON) 사계 (Four Seasons),241680,174,77,60.0,5.0,0.5,0.87,1,0,0,0,0,1,0,0,0,1
잔나비 주저하는 연인들을 위해,156346,74,43,52.0,71.0,0.5,-0.87,1,0,0,0,0,0,0,1,0,1
송하예 니 소식,17228,134,61,42.0,70.0,0.0,1.0,1,0,0,0,0,1,0,0,0,1
마크툽 (MAKTUB) 오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),39957,150,57,51.0,24.0,0.0,-1.0,1,0,0,0,0,0,0,0,0,1
청하 벌써 12시,90064,102,83,53.0,7.0,0.5,0.87,0,0,1,0,0,0,0,0,0,1
장혜진 술이 문제야,7247,128,62,56.0,71.0,1.0,0.0,1,0,0,0,0,1,0,0,0,1
엔플라잉 (N.Flying) 옥탑방 (Rooftop),50838,97,90,69.0,53.0,-0.5,-0.87,1,0,0,0,1,0,0,0,0,1
ITZY (있지) 달라달라,64561,125,63,79.0,0.0,-1.0,-0.0,0,0,1,0,0,0,0,0,0,1
장범준 노래방에서,98923,104,65,60.0,21.0,0.87,-0.5,0,0,0,0,1,0,0,0,0,1
우디 (Woody) 이 노래가 클럽에서 나온다면,12696,86,44,63.0,89.0,-0.87,0.5,0,0,0,1,0,0,0,0,0,1
황인욱 포장마차,11539,132,50,46.0,62.0,-1.0,-0.0,1,0,0,0,0,1,0,0,0,1
엠씨더맥스 (M.C the MAX) 사계 (하루살이),102855,136,55,34.0,48.0,-0.5,0.87,1,0,0,0,0,1,0,0,0,1
폴킴 안녕,156360,131,29,49.0,81.0,-0.5,-0.87,1,0,0,0,0,1,0,0,0,1
벤 180도,74548,134,52,52.0,67.0,0.87,0.5,1,0,0,0,0,1,0,0,0,1
다비치 너에게 못했던 내 마지막 말은,112604,88,57,50.0,75.0,-1.0,-0.0,1,0,0,0,0,1,0,0,0,1
하은 (포맨) 신용재,9037,128,56,54.0,78.0,0.0,-1.0,1,0,0,0,0,1,0,0,0,1
장범준 흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,98923,100,77,67.0,32.0,0.0,1.0,1,0,0,0,1,0,0,0,0,1
"AKMU (악뮤) 어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",236034,129,25,52.0,91.0,0.0,-1.0,1,0,0,0,0,1,0,0,0,1
김나영 솔직하게 말해서 나,60342,132,56,48.0,70.0,0.5,0.87,1,0,0,0,0,1,0,0,0,1
첸 (CHEN) 사월이 지나면 우리 헤어져요 (Beautiful goodbye),74660,130,26,56.0,93.0,0.87,-0.5,1,0,0,0,0,1,0,0,0,1
TWICE (트와이스) FANCY,172686,132,87,70.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,0,1
벤 헤어져줘서 고마워,74548,134,64,58.0,86.0,-1.0,-0.0,0,0,0,0,0,1,0,0,0,1
먼데이 키즈 (Monday Kiz) 사랑이 식었다고 말해도 돼,36997,134,48,49.0,81.0,-0.5,0.87,1,0,0,0,0,1,0,0,0,1
HYNN (박혜원) 시든 꽃에 물을 주듯,38818,133,43,42.0,59.0,0.87,0.5,1,0,0,0,0,1,0,0,0,1
폴킴 초록빛,156360,125,43,42.0,59.0,-0.5,-0.87,1,0,0,0,0,1,0,0,0,1
거미 (GUMMY) 기억해줘요 내 모든 날과 그때를,53908,136,53,39.0,80.0,-0.5,0.87,1,0,0,0,0,1,0,0,0,1
태연 (TAEYEON) 그대라는 시,241680,136,29,53.0,91.0,-0.87,0.5,1,0,0,0,0,1,0,0,0,1
숀 (SHAUN) Way Back Home,25129,106,75,74.0,27.0,0.5,-0.87,1,0,0,0,0,0,0,1,0,1
방탄소년단 봄날,622382,107,85,54.0,1.0,1.0,0.0,1,0,0,1,0,0,0,0,0,1
방탄소년단 IDOL,622382,126,86,73.0,0.0,-0.87,0.5,1,0,0,1,0,0,0,0,0,1
화사 (HWASA) 멍청이(twit),53448,136,81,68.0,12.0,1.0,0.0,0,0,1,0,0,0,0,0,0,1
이소라 신청곡 (Feat. SUGA of BTS),35614,176,59,48.0,71.0,-1.0,-0.0,1,0,0,0,0,1,0,0,0,1
Jvcki Wai 띵 (Prod. By 기리보이),41420,154,77,83.0,28.0,0.87,-0.5,0,0,0,1,0,0,0,0,0,1
윤건 너도 그냥 날 놓아주면 돼,11516,140,50,48.0,57.0,0.87,0.5,1,0,0,0,0,1,0,0,0,1
장범준 당신과는 천천히,98923,120,55,59.0,23.0,-0.5,-0.87,0,0,0,0,1,0,0,0,0,1
BLACKPINK Kill This Love,225911,132,84,76.0,32.0,0.0,-1.0,0,0,0,1,0,0,0,0,0,1
임한별 이별하러 가는 길,23406,132,56,29.0,54.0,-0.5,0.87,1,0,0,0,0,1,0,0,0,1
제니 (JENNIE) SOLO,56766,95,64,75.0,9.0,0.5,0.87,0,0,0,1,0,0,0,0,0,1
폴킴 비,156360,130,55,39.0,90.0,1.0,0.0,1,0,0,0,0,0,0,0,0,1
케이윌 내 생에 아름다운,76250,128,47,43.0,75.0,0.87,-0.5,1,0,0,0,0,1,0,0,0,1
TWICE (트와이스) YES or YES,172686,138,91,70.0,5.0,0.0,1.0,1,0,1,0,0,0,0,0,0,1
EXO Love Shot,296484,146,68,69.0,7.0,1.0,0.0,0,0,1,0,0,0,0,0,0,1
박효신 Goodbye,211129,129,41,33.0,71.0,-0.87,-0.5,1,0,0,0,0,1,0,0,0,1
볼빨간사춘기 별 보러 갈래?,256581,98,74,65.0,64.0,-0.5,0.87,1,0,0,0,0,0,0,1,0,1
백예린 (Yerin Baek) 그건 아마 우리의 잘못은 아닐 거야,193991,96,48,68.0,32.0,0.0,-1.0,1,0,0,0,0,0,0,0,0,1
에픽하이 (EPIK HIGH) 술이 달다 (Feat. Crush),92753,90,70,73.0,53.0,-0.87,-0.5,1,0,0,1,0,0,0,0,0,1
MINO (송민호) 아낙네,73462,140,74,66.0,3.0,0.0,-1.0,1,0,0,1,0,0,0,0,0,1
임재현 조금 취했어 (Prod. 2soo),15349,135,44,51.0,16.0,0.0,-1.0,1,0,0,0,0,1,0,0,0,1
볼빨간사춘기 워커홀릭,256581,108,77,73.0,35.0,-1.0,-0.0,0,0,0,0,0,0,0,1,0,1
아이유 삐삐,725837,144,62,84.0,24.0,-0.87,-0.5,1,0,0,0,0,0,0,0,0,1
양다일 고백,59241,73,45,52.0,63.0,-0.87,-0.5,1,0,0,0,0,1,0,0,0,1
WINNER MILLIONS,148974,109,68,84.0,4.0,1.0,0.0,1,0,1,0,0,0,0,0,0,1
전상근 사랑이란 멜로는 없어,16151,138,48,42.0,79.0,-0.5,0.87,1,0,0,0,0,1,0,0,0,1
닐로(Nilo) 지나오다,18251,114,31,65.0,88.0,-0.87,-0.5,1,0,0,0,0,1,0,0,0,1
허각 흔한 이별,51109,80,41,58.0,71.0,-0.5,0.87,1,0,0,0,0,1,0,0,0,1
멜로망스 인사,88639,85,43,52.0,67.0,1.0,0.0,1,0,0,0,0,1,0,0,0,1
마마무 (Mamamoo) 고고베베 (gogobebe),178266,97,79,70.0,11.0,-0.5,-0.87,1,0,1,0,0,0,0,0,0,1
바이브 가을 타나 봐,31211,176,60,42.0,65.0,1.0,0.0,1,0,0,0,0,1,0,0,0,1
케이시 (Kassy) 가을밤 떠난 너,55481,130,53,45.0,63.0,-0.87,-0.5,0,0,0,0,0,1,0,0,0,1
박봄 (Park Bom) 봄 (feat. 산다라박),16494,150,80,55.0,19.0,0.5,-0.87,0,0,0,0,0,0,0,0,0,1
벤 열애중,74548,134,41,42.0,68.0,0.87,0.5,0,0,0,0,0,1,0,0,0,1
방탄소년단 소우주 (Mikrokosmos),622382,174,86,58.0,13.0,1.0,0.0,1,0,0,0,0,0,0,0,0,1
아이유 밤편지,725837,79,31,43.0,76.0,1.0,0.0,1,0,0,0,0,1,0,0,0,1
케이시 (Kassy) 진심이 담긴 노래 (True Song),55481,140,42,40.0,79.0,0.87,-0.5,0,0,0,0,0,1,0,0,0,1
노을 너는 어땠을까,38158,130,41,55.0,57.0,-0.87,0.5,1,0,0,0,0,1,0,0,0,1
10CM 나의 어깨에 기대어요,184561,125,36,39.0,68.0,0.5,0.87,1,0,0,0,0,1,0,0,0,1
헤이즈 (Heize) 내 맘을 볼 수 있나요,164338,135,17,40.0,88.0,-0.87,0.5,1,0,0,0,0,1,0,0,0,1
아이유 Love poem,725837,120,47,40.0,74.0,0.0,1.0,1,0,0,0,1,0,0,0,0,1
EXO Tempo,296484,116,84,69.0,24.0,-0.5,-0.87,1,0,1,0,0,0,0,0,0,1
휘인 (Whee In) 헤어지자 (Prod. 정키),40867,80,63,59.0,24.0,0.87,0.5,0,0,0,0,0,1,0,0,0,1
노을 늦은 밤 너의 집 앞 골목길에서,38158,67,46,48.0,67.0,0.5,0.87,1,0,0,0,0,1,0,0,0,1
TWICE (트와이스) Dance The Night Away,172686,118,86,71.0,11.0,-0.5,-0.87,1,0,1,0,0,0,0,0,0,1
임창정 하루도 그대를 사랑하지 않은 적이 없었다,80338,144,68,55.0,48.0,0.0,-1.0,1,0,0,0,0,1,0,0,0,1
송하예 새 사랑,17228,130,39,63.0,84.0,0.5,-0.87,1,0,0,0,0,1,0,0,0,1
벤 내 목소리 들리니,74548,138,59,51.0,82.0,-0.5,-0.87,1,0,0,0,0,1,0,0,0,1
pH-1 Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),71644,127,93,90.0,0.0,0.87,0.5,1,0,0,1,0,0,0,0,0,1
펀치 (Punch) Done For Me,54492,135,45,47.0,69.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1
이하이 누구 없소 (NO ONE) (Feat. B.I of iKON),74514,78,73,67.0,4.0,1.0,0.0,1,0,1,0,0,0,0,0,0,1
비투비 아름답고도 아프구나,167755,168,74,41.0,23.0,0.87,0.5,1,0,0,0,0,1,0,0,0,1
"기리보이 아퍼 (Feat. Kid Milli, Lil tachi, 김승민, NO:EL, C JAMM)",174433,130,81,81.0,31.0,-0.87,0.5,0,0,0,1,0,0,0,0,0,1
방탄소년단 Make It Right,622382,106,71,64.0,1.0,-0.87,-0.5,1,0,0,1,0,0,0,0,0,1
헤이즈 (Heize) We don't talk together (Feat. 기리보이) (Prod. SUGA),164338,127,54,90.0,41.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1
장덕철 있어줘요,13363,132,43,47.0,74.0,-0.5,0.87,1,0,0,0,0,1,0,0,0,1
잔나비 뜨거운 여름밤은 가고 남은 건 볼품없지만,156347,79,62,50.0,44.0,1.0,0.0,0,0,0,0,0,0,0,1,0,1
10CM 그러나,184561,167,24,35.0,85.0,0.87,-0.5,1,0,0,0,0,0,0,1,0,1
WINNER AH YEAH (아예),148974,128,72,80.0,36.0,-0.87,-0.5,1,0,1,0,0,0,0,0,0,1
아이유 Blueming,725837,106,67,82.0,8.0,-0.5,-0.87,1,0,0,0,1,0,0,0,0,1
"MC몽 인기 (Feat. 송가인, 챈슬러)",52188,110,87,71.0,17.0,0.87,-0.5,0,0,0,1,0,0,0,0,0,1
ITZY (있지) ICY,64561,125,90,80.0,3.0,-1.0,-0.0,1,0,1,0,0,0,0,0,0,1
Lil tachi 눈 (Prod. 기리보이),10107,143,65,90.0,19.0,-0.5,-0.87,1,0,0,1,0,0,0,0,0,1
홍진영 오늘 밤에,19403,114,92,69.0,21.0,0.0,-1.0,0,0,0,0,0,0,1,0,0,1
